UniProt1	UniProt2	symbol1	symbol2	evidence type	heart
P60520	Q2M2I8	GABARAPL2	AAK1	exp	1
O95487	Q2M2I8	SEC24B	AAK1	exp	1
P63172	Q2M2I8	DYNLT1	AAK1	exp	1
O14980	Q2M2I8	XPO1	AAK1	exp	1
Q2KHR3	Q2M2I8	QSER1	AAK1	exp	1
P11021	Q2M2I8	HSPA5	AAK1	exp	1
Q15149	Q2M2I8	PLEC	AAK1	exp	1
O95782	Q2M2I8	AP2A1	AAK1	exp	1
P43243	Q2TAY7	MATR3	SMU1	exp	1
Q14999	Q2TAY7	CUL7	SMU1	exp	1
O00422	Q2TAY7	SAP18	SMU1	exp	1
Q15393	Q2TAY7	SF3B3	SMU1	exp	1
P62993	Q2TAY7	GRB2	SMU1	exp	1
Q13620	Q2TAY7	CUL4B	SMU1	exp	1
O14980	Q2TAY7	XPO1	SMU1	exp	1
P07910	Q2TAY7	HNRNPC	SMU1	exp	1
O95232	Q2TAY7	LUC7L3	SMU1	exp	1
O75147	Q2TAY7	OBSL1	SMU1	exp	1
Q00839	Q2TAY7	HNRNPU	SMU1	exp	1
O94906	Q2TAY7	PRPF6	SMU1	exp	1
P55081	Q2TAY7	MFAP1	SMU1	exp	1
Q15637	Q2TAY7	SF1	SMU1	exp	1
Q15424	Q2TAY7	SAFB	SMU1	exp	1
P05412	Q2TAY7	JUN	SMU1	exp	1
P49792	Q2TAY7	RANBP2	SMU1	exp	1
Q15287	Q2TAY7	RNPS1	SMU1	exp	1
Q13243	Q2TAY7	SRSF5	SMU1	exp	1
Q13283	Q2TAY7	G3BP1	SMU1	exp	1
Q13618	Q2TAY7	CUL3	SMU1	exp	1
O43175	Q2TAY7	PHGDH	SMU1	exp	1
Q05519	Q2TAY7	SRSF11	SMU1	exp	1
P37840	Q2TAY7	SNCA	SMU1	exp	1
O95777	Q2TAY7	LSM8	SMU1	exp	1
O95400	Q2TAY7	CD2BP2	SMU1	exp	1
Q14498	Q2TAY7	RBM39	SMU1	exp	1
P67809	Q2TAY7	YBX1	SMU1	exp	1
P84103	Q2TAY7	SRSF3	SMU1	exp	1
Q07955	Q2TAY7	SRSF1	SMU1	exp	1
Q16666	Q2TAY7	IFI16	SMU1	exp	1
Q14258	Q2TAZ0	TRIM25	ATG2A	exp	1
P35232	Q2TAZ0	PHB	ATG2A	exp	1
Q24JP5	Q2TAZ0	TMEM132A	ATG2A	exp	1
O14965	Q2TAZ0	AURKA	ATG2A	exp	1
P08754	Q2TAZ0	GNAI3	ATG2A	exp	1
P25685	Q2TAZ0	DNAJB1	ATG2A	exp	1
P60468	Q2TAZ0	SEC61B	ATG2A	exp	1
Q14683	Q2TAZ0	SMC1A	ATG2A	exp	1
P60520	Q2TAZ0	GABARAPL2	ATG2A	exp	1
Q2TAZ0	Q2TAZ0	ATG2A	ATG2A	exp	1
O00267	Q2TAZ0	SUPT5H	ATG2A	exp	1
P31948	Q2TAZ0	STIP1	ATG2A	exp	1
P21333	Q2TAZ0	FLNA	ATG2A	exp	1
O14980	Q2TAZ0	XPO1	ATG2A	exp	1
P62820	Q2TAZ0	RAB1A	ATG2A	exp	1
O95292	Q2VPK5	VAPB	CTU2	exp	1
P61160	Q32P28	ACTR2	P3H1	exp	1
P37108	Q32P28	SRP14	P3H1	exp	1
P07237	Q32P28	P4HB	P3H1	exp	1
P16104	Q32P28	H2AFX	P3H1	exp	1
O75436	Q32P28	VPS26A	P3H1	exp	1
P25067	Q32P28	COL8A2	P3H1	exp	1
O95402	Q32P28	MED26	P3H1	exp	1
Q15287	Q32P28	RNPS1	P3H1	exp	1
O43809	Q32P28	NUDT21	P3H1	exp	1
Q13618	Q32P28	CUL3	P3H1	exp	1
P37840	Q32P28	SNCA	P3H1	exp	1
O43847	Q32P28	NRDC	P3H1	exp	1
P01106	Q32P28	MYC	P3H1	exp	1
P49458	Q32P28	SRP9	P3H1	exp	1
Q15084	Q32P28	PDIA6	P3H1	exp	1
O75165	Q3B7T1	DNAJC13	EDRF1	exp	1
P07900	Q3B7T1	HSP90AA1	EDRF1	exp	1
Q13617	Q3B7T1	CUL2	EDRF1	exp	1
P58340	Q3B7T1	MLF1	EDRF1	exp	1
Q14258	Q3V6T2	TRIM25	CCDC88A	exp	1
P62826	Q3V6T2	RAN	CCDC88A	exp	1
P42858	Q3V6T2	HTT	CCDC88A	exp	1
Q15293	Q3V6T2	RCN1	CCDC88A	exp	1
O43314	Q3V6T2	PPIP5K2	CCDC88A	exp	1
P04899	Q3V6T2	GNAI2	CCDC88A	exp	1
P62837	Q3V6T2	UBE2D2	CCDC88A	exp	1
Q04917	Q3V6T2	YWHAH	CCDC88A	exp	1
P58340	Q3V6T2	MLF1	CCDC88A	exp	1
O95487	Q3V6T2	SEC24B	CCDC88A	exp	1
Q15149	Q3V6T2	PLEC	CCDC88A	exp	1
Q3V6T2	Q3V6T2	CCDC88A	CCDC88A	exp	1
O14980	Q3V6T2	XPO1	CCDC88A	exp	1
Q2M2I8	Q3V6T2	AAK1	CCDC88A	exp	1
Q14697	Q3V6T2	GANAB	CCDC88A	exp	1
P56645	Q3V6T2	PER3	CCDC88A	exp	1
P14618	Q3V6T2	PKM	CCDC88A	exp	1
P04083	Q3V6T2	ANXA1	CCDC88A	exp	1
Q2KHR3	Q3V6T2	QSER1	CCDC88A	exp	1
P35637	Q3V6T2	FUS	CCDC88A	exp	1
O15379	Q3V6T2	HDAC3	CCDC88A	exp	1
P08754	Q3V6T2	GNAI3	CCDC88A	exp	1
P46459	Q3V6T2	NSF	CCDC88A	exp	1
P62258	Q3V6T2	YWHAE	CCDC88A	exp;ortho;pred	1
P46379	Q3V6T2	BAG6	CCDC88A	exp	1
Q13243	Q3ZCQ8	SRSF5	TIMM50	exp	1
O00483	Q3ZCQ8	NDUFA4	TIMM50	exp	1
P49736	Q3ZCQ8	MCM2	TIMM50	exp	1
P05412	Q3ZCQ8	JUN	TIMM50	exp	1
O94905	Q3ZCQ8	ERLIN2	TIMM50	exp	1
O00221	Q3ZCQ8	NFKBIE	TIMM50	exp;pred	1
P68402	Q3ZCQ8	PAFAH1B2	TIMM50	exp	1
P04637	Q3ZCQ8	TP53	TIMM50	exp	1
P19438	Q3ZCQ8	TNFRSF1A	TIMM50	exp;pred	1
Q14999	Q3ZCQ8	CUL7	TIMM50	exp	1
O14920	Q3ZCQ8	IKBKB	TIMM50	exp;pred	1
P34925	Q3ZCQ8	RYK	TIMM50	exp	1
P12236	Q3ZCQ8	SLC25A6	TIMM50	exp;pred	1
O95900	Q3ZCQ8	TRUB2	TIMM50	exp	1
Q04206	Q3ZCQ8	RELA	TIMM50	exp;pred	1
Q14258	Q3ZCQ8	TRIM25	TIMM50	exp	1
O75147	Q3ZCQ8	OBSL1	TIMM50	exp	1
P17040	Q3ZCQ8	ZSCAN20	TIMM50	exp	1
P0CG48	Q3ZCQ8	UBC	TIMM50	exp	1
Q13616	Q3ZCQ8	CUL1	TIMM50	exp	1
Q01201	Q3ZCQ8	RELB	TIMM50	exp;pred	1
O14641	Q3ZCQ8	DVL2	TIMM50	exp	1
Q13618	Q3ZCQ8	CUL3	TIMM50	exp	1
O14925	Q3ZCQ8	TIMM23	TIMM50	exp	1
P45973	Q3ZCQ8	CBX5	TIMM50	exp	1
P05549	Q3ZCQ8	TFAP2A	TIMM50	exp	1
O60506	Q3ZCQ8	SYNCRIP	TIMM50	exp	1
Q15653	Q3ZCQ8	NFKBIB	TIMM50	exp;pred	1
P10398	Q3ZCQ8	ARAF	TIMM50	exp	1
P63027	Q3ZCQ8	VAMP2	TIMM50	exp	1
P35637	Q3ZCQ8	FUS	TIMM50	exp	1
O14763	Q3ZCQ8	TNFRSF10B	TIMM50	exp	1
Q13509	Q3ZCQ8	TUBB3	TIMM50	exp	1
P29353	Q3ZCQ8	SHC1	TIMM50	exp	1
P57078	Q3ZCQ8	RIPK4	TIMM50	exp	1
O60341	Q3ZCQ8	KDM1A	TIMM50	exp	1
O75208	Q3ZCQ8	COQ9	TIMM50	exp	1
P51617	Q3ZCQ8	IRAK1	TIMM50	exp;pred	1
P35232	Q496Y0	PHB	LONRF3	exp	1
P06733	Q496Y0	ENO1	LONRF3	exp	1
P08238	Q49AN0	HSP90AB1	CRY2	exp	1
P40227	Q49AN0	CCT6A	CRY2	exp	1
P30154	Q49AN0	PPP2R1B	CRY2	exp	1
P53621	Q49AN0	COPA	CRY2	exp	1
P49674	Q49AN0	CSNK1E	CRY2	exp;pred	1
O14979	Q49AN0	HNRNPDL	CRY2	exp	1
P53396	Q49AN0	ACLY	CRY2	exp	1
P53041	Q49AN0	PPP5C	CRY2	exp	1
P13639	Q49AN0	EEF2	CRY2	exp	1
O43143	Q49AN0	DHX15	CRY2	exp	1
Q13200	Q49AN0	PSMD2	CRY2	exp	1
P46109	Q49AN0	CRKL	CRY2	exp	1
P52272	Q49AN0	HNRNPM	CRY2	exp	1
P10809	Q49AN0	HSPD1	CRY2	exp	1
P04843	Q49AN0	RPN1	CRY2	exp	1
P50990	Q49AN0	CCT8	CRY2	exp	1
O95816	Q49AN0	BAG2	CRY2	exp	1
P63151	Q49AN0	PPP2R2A	CRY2	exp	1
Q14204	Q49AN0	DYNC1H1	CRY2	exp	1
P09543	Q49AN0	CNP	CRY2	exp	1
P62753	Q49AN0	RPS6	CRY2	exp	1
P43243	Q49AN0	MATR3	CRY2	exp	1
O00571	Q49AN0	DDX3X	CRY2	exp	1
P07900	Q49AN0	HSP90AA1	CRY2	exp	1
Q15233	Q49AN0	NONO	CRY2	exp	1
P54253	Q49AN0	ATXN1	CRY2	exp	1
Q16526	Q49AN0	CRY1	CRY2	exp;ortho;pred	1
P33991	Q49AN0	MCM4	CRY2	exp	1
O43242	Q49AN0	PSMD3	CRY2	exp	1
P12956	Q49AN0	XRCC6	CRY2	exp	1
P48730	Q49AN0	CSNK1D	CRY2	exp;pred	1
P43686	Q49AN0	PSMC4	CRY2	exp	1
P11586	Q49AN0	MTHFD1	CRY2	exp	1
Q16531	Q49AN0	DDB1	CRY2	exp	1
P78371	Q49AN0	CCT2	CRY2	exp	1
P15880	Q49AN0	RPS2	CRY2	exp	1
P49792	Q49AN0	RANBP2	CRY2	exp	1
P55265	Q49AN0	ADAR	CRY2	exp	1
Q07065	Q49AN0	CKAP4	CRY2	exp	1
P62714	Q49AN0	PPP2CB	CRY2	exp	1
O43175	Q49AN0	PHGDH	CRY2	exp	1
O95071	Q49AN0	UBR5	CRY2	exp	1
P07814	Q49AN0	EPRS	CRY2	exp	1
P62826	Q49AN0	RAN	CRY2	exp	1
O14980	Q49AN0	XPO1	CRY2	exp	1
P56645	Q49AN0	PER3	CRY2	exp;ortho;pred	1
P23396	Q49AN0	RPS3	CRY2	exp	1
P19338	Q49AN0	NCL	CRY2	exp	1
P05023	Q49AN0	ATP1A1	CRY2	exp	1
P21333	Q49AN0	FLNA	CRY2	exp	1
P14868	Q49AN0	DARS	CRY2	exp	1
P62258	Q49AN0	YWHAE	CRY2	exp	1
O43823	Q49AN0	AKAP8	CRY2	exp	1
P68104	Q49AN0	EEF1A1	CRY2	exp	1
P52294	Q49AN0	KPNA1	CRY2	exp	1
Q49AN0	Q49AN0	CRY2	CRY2	exp	1
P49411	Q49AN0	TUFM	CRY2	exp	1
P55060	Q49AN0	CSE1L	CRY2	exp	1
P48643	Q49AN0	CCT5	CRY2	exp	1
O75592	Q49AN0	MYCBP2	CRY2	exp	1
P33993	Q49AN0	MCM7	CRY2	exp	1
P42704	Q49AN0	LRPPRC	CRY2	exp	1
P35408	Q49AN0	PTGER4	CRY2	exp	1
P27348	Q49AN0	YWHAQ	CRY2	exp	1
P35998	Q49AN0	PSMC2	CRY2	exp	1
Q15365	Q49AN0	PCBP1	CRY2	exp	1
Q13616	Q49AN0	CUL1	CRY2	exp	1
P21860	Q4JDL3	ERBB3	PTPN20	exp	1
Q4JDL3	Q4JDL3	PTPN20	PTPN20	exp;pred	1
P17706	Q4JDL3	PTPN2	PTPN20	exp;pred	1
P29401	Q4L235	TKT	AASDH	exp	1
O15541	Q4L235	RNF113A	AASDH	exp	1
P63167	Q4VCS5	DYNLL1	AMOT	exp	1
Q14683	Q4VCS5	SMC1A	AMOT	exp	1
P0CG48	Q4VCS5	UBC	AMOT	exp	1
Q13526	Q4VCS5	PIN1	AMOT	exp	1
O60260	Q4VCS5	PRKN	AMOT	exp	1
Q12959	Q4VCS5	DLG1	AMOT	exp;pred	1
P35240	Q4VCS5	NF2	AMOT	exp;ortho	1
P30622	Q4VCS5	CLIP1	AMOT	exp	1
P20807	Q4VCS5	CAPN3	AMOT	exp	1
O75665	Q4VCS5	OFD1	AMOT	exp	1
P35637	Q4VCS5	FUS	AMOT	exp	1
P85037	Q4VCS5	FOXK1	AMOT	exp	1
Q15020	Q4VCS5	SART3	AMOT	exp	1
P55081	Q4VCS5	MFAP1	AMOT	exp	1
O00308	Q4VCS5	WWP2	AMOT	exp	1
P60484	Q4VCS5	PTEN	AMOT	exp	1
P10827	Q4VCS5	THRA	AMOT	exp	1
Q01844	Q4VCS5	EWSR1	AMOT	exp	1
P40692	Q4VCS5	MLH1	AMOT	exp	1
Q13618	Q4VCS5	CUL3	AMOT	exp	1
P05412	Q4VCS5	JUN	AMOT	exp	1
Q15678	Q4VCS5	PTPN14	AMOT	exp	1
P08559	Q4VCS5	PDHA1	AMOT	exp	1
Q4VCS5	Q4VCS5	AMOT	AMOT	exp	1
Q13432	Q4VCS5	UNC119	AMOT	exp	1
Q15257	Q4VCS5	PTPA	AMOT	exp	1
P46934	Q4VCS5	NEDD4	AMOT	exp;pred	1
P27361	Q4VCS5	MAPK3	AMOT	exp	1
O95835	Q4VCS5	LATS1	AMOT	exp	1
O94905	Q4ZIN3	ERLIN2	TMEM259	exp	1
P54709	Q4ZIN3	ATP1B3	TMEM259	exp	1
P01375	Q4ZIN3	TNF	TMEM259	exp	1
O94842	Q53EP0	TOX4	FNDC3B	exp	1
P20807	Q53EP0	CAPN3	FNDC3B	exp	1
O43251	Q53EP0	RBFOX2	FNDC3B	exp	1
O43291	Q53EP0	SPINT2	FNDC3B	exp	1
Q15717	Q53EP0	ELAVL1	FNDC3B	exp	1
Q13283	Q53EP0	G3BP1	FNDC3B	exp	1
Q15834	Q53FD0	CCDC85B	ZC2HC1C	exp	1
P14373	Q53FD0	TRIM27	ZC2HC1C	exp	1
Q13137	Q53FD0	CALCOCO2	ZC2HC1C	exp	1
P31947	Q53FD0	SFN	ZC2HC1C	exp	1
P68400	Q53GL0	CSNK2A1	PLEKHO1	exp;pred	1
P42574	Q53GL0	CASP3	PLEKHO1	exp	1
P05412	Q53GL0	JUN	PLEKHO1	exp	1
Q53GL0	Q53GL0	PLEKHO1	PLEKHO1	exp;ortho;pred	1
P17535	Q53GL0	JUND	PLEKHO1	exp	1
P25685	Q53GL0	DNAJB1	PLEKHO1	exp	1
P47756	Q53GL0	CAPZB	PLEKHO1	exp	1
P47755	Q53GL0	CAPZA2	PLEKHO1	exp	1
P39023	Q53GL0	RPL3	PLEKHO1	exp	1
P52907	Q53GL0	CAPZA1	PLEKHO1	exp	1
O00267	Q53GL0	SUPT5H	PLEKHO1	exp	1
O95793	Q53GL0	STAU1	PLEKHO1	exp	1
P62820	Q53GQ0	RAB1A	HSD17B12	exp	1
O00767	Q53GQ0	SCD	HSD17B12	exp	1
P11441	Q53GQ0	UBL4A	HSD17B12	exp	1
P22695	Q53GQ0	UQCRC2	HSD17B12	exp	1
O95433	Q53GQ0	AHSA1	HSD17B12	exp	1
P05026	Q53GQ0	ATP1B1	HSD17B12	exp	1
P0CG48	Q53GQ0	UBC	HSD17B12	exp	1
P05023	Q53GQ0	ATP1A1	HSD17B12	exp	1
Q14258	Q53GQ0	TRIM25	HSD17B12	exp	1
P14625	Q53GQ0	HSP90B1	HSD17B12	exp	1
P30153	Q53GQ0	PPP2R1A	HSD17B12	exp	1
Q00325	Q53GQ0	SLC25A3	HSD17B12	exp	1
P13804	Q53GQ0	ETFA	HSD17B12	exp	1
P04843	Q53GQ0	RPN1	HSD17B12	exp	1
O00410	Q53GQ0	IPO5	HSD17B12	exp	1
P35232	Q53GQ0	PHB	HSD17B12	exp	1
P36542	Q53GQ0	ATP5C1	HSD17B12	exp	1
P57078	Q53H12	RIPK4	AGK	exp	1
P62072	Q53H12	TIMM10	AGK	exp	1
O00308	Q53H12	WWP2	AGK	exp	1
Q13618	Q53H12	CUL3	AGK	exp	1
P34925	Q53H12	RYK	AGK	exp	1
O00483	Q53H12	NDUFA4	AGK	exp	1
Q14258	Q53H12	TRIM25	AGK	exp	1
O60260	Q53H12	PRKN	AGK	exp	1
Q14203	Q53H12	DCTN1	AGK	exp	1
P08631	Q53H12	HCK	AGK	exp	1
O95219	Q53H12	SNX4	AGK	exp	1
Q14197	Q53H12	MRPL58	AGK	exp	1
P01106	Q53H12	MYC	AGK	exp	1
O75208	Q53H12	COQ9	AGK	exp	1
O43242	Q53HC0	PSMD3	CCDC92	exp	1
P48556	Q53HC0	PSMD8	CCDC92	exp	1
P43686	Q53HC0	PSMC4	CCDC92	exp	1
P62191	Q53HC0	PSMC1	CCDC92	exp	1
P55036	Q53HC0	PSMD4	CCDC92	exp	1
Q15154	Q53HC0	PCM1	CCDC92	exp	1
Q13200	Q53HC0	PSMD2	CCDC92	exp	1
P0CG48	Q53HC0	UBC	CCDC92	exp	1
P05060	Q53HC0	CHGB	CCDC92	exp	1
P14373	Q53HC0	TRIM27	CCDC92	exp	1
Q15717	Q53HC0	ELAVL1	CCDC92	exp	1
P35998	Q53HC0	PSMC2	CCDC92	exp	1
O75832	Q53HC0	PSMD10	CCDC92	exp	1
Q08379	Q53HC0	GOLGA2	CCDC92	exp	1
O43889	Q53HI1	CREB3	UNC50	exp	1
P16298	Q53QV2	PPP3CB	LBH	exp	1
P54105	Q53RD9	CLNS1A	FBLN7	exp	1
P11021	Q53RD9	HSPA5	FBLN7	exp	1
P35579	Q53TN4	MYH9	CYBRD1	exp	1
P61160	Q53TN4	ACTR2	CYBRD1	exp	1
O60245	Q53TN4	PCDH7	CYBRD1	exp	1
P21333	Q53TN4	FLNA	CYBRD1	exp	1
P46940	Q53TN4	IQGAP1	CYBRD1	exp	1
P51149	Q53TN4	RAB7A	CYBRD1	exp	1
O43889	Q53TN4	CREB3	CYBRD1	exp	1
Q15717	Q5BJF2	ELAVL1	TMEM97	exp	1
P62993	Q5BJH2	GRB2	TMEM128	exp	1
Q13387	Q5BJH2	MAPK8IP2	TMEM128	exp	1
Q08722	Q5BJH2	CD47	TMEM128	exp	1
P35610	Q5BJH2	SOAT1	TMEM128	exp	1
O75915	Q5BJH2	ARL6IP5	TMEM128	exp	1
O00233	Q5BKX6	PSMD9	SLC45A4	exp	1
Q15717	Q5H9R7	ELAVL1	PPP6R3	exp	1
O15550	Q5H9R7	KDM6A	PPP6R3	exp	1
P08238	Q5H9R7	HSP90AB1	PPP6R3	exp	1
O15067	Q5H9R7	PFAS	PPP6R3	exp	1
P07900	Q5H9R7	HSP90AA1	PPP6R3	exp	1
P38919	Q5H9R7	EIF4A3	PPP6R3	exp	1
P46531	Q5H9R7	NOTCH1	PPP6R3	exp	1
O95782	Q5H9R7	AP2A1	PPP6R3	exp	1
P49674	Q5H9R7	CSNK1E	PPP6R3	exp	1
O95835	Q5H9R7	LATS1	PPP6R3	exp	1
P62993	Q5H9R7	GRB2	PPP6R3	exp	1
O14980	Q5H9R7	XPO1	PPP6R3	exp	1
Q14258	Q5H9R7	TRIM25	PPP6R3	exp	1
O75663	Q5H9R7	TIPRL	PPP6R3	exp;pred	1
O75815	Q5H9R7	BCAR3	PPP6R3	exp	1
Q10567	Q5H9R7	AP1B1	PPP6R3	exp	1
P13804	Q5H9R7	ETFA	PPP6R3	exp	1
Q15464	Q5H9R7	SHB	PPP6R3	exp	1
O00221	Q5H9R7	NFKBIE	PPP6R3	exp;pred	1
O00743	Q5H9R7	PPP6C	PPP6R3	exp;pred	1
P34947	Q5H9R7	GRK5	PPP6R3	exp	1
O14965	Q5H9R7	AURKA	PPP6R3	exp	1
O94905	Q5H9R7	ERLIN2	PPP6R3	exp	1
Q13200	Q5HYA8	PSMD2	TMEM67	exp	1
P55036	Q5HYA8	PSMD4	TMEM67	exp	1
O94905	Q5HYA8	ERLIN2	TMEM67	exp	1
Q15005	Q5HYA8	SPCS2	TMEM67	exp	1
O75787	Q5HYA8	ATP6AP2	TMEM67	exp	1
Q07065	Q5HYA8	CKAP4	TMEM67	exp	1
P46098	Q5HYA8	HTR3A	TMEM67	exp	1
Q15262	Q5HYA8	PTPRK	TMEM67	exp	1
P26842	Q5HYA8	CD27	TMEM67	exp	1
P28288	Q5HYA8	ABCD3	TMEM67	exp	1
P08240	Q5HYA8	SRPRA	TMEM67	exp	1
P43686	Q5HYA8	PSMC4	TMEM67	exp	1
P04843	Q5HYA8	RPN1	TMEM67	exp	1
P11686	Q5HYA8	SFTPC	TMEM67	exp	1
P11021	Q5HYA8	HSPA5	TMEM67	exp	1
Q15006	Q5HYA8	EMC2	TMEM67	exp	1
P43657	Q5HYI7	LPAR6	MTX3	exp	1
P35414	Q5HYI7	APLNR	MTX3	exp	1
P01375	Q5HYI7	TNF	MTX3	exp	1
O76031	Q5HYK3	CLPX	COQ5	exp	1
Q5HYK3	Q5HYK3	COQ5	COQ5	exp;ortho	1
O75208	Q5HYK3	COQ9	COQ5	exp;ortho	1
O75439	Q5HYK3	PMPCB	COQ5	exp	1
O60939	Q5HYK3	SCN2B	COQ5	exp	1
O14656	Q5JTV8	TOR1A	TOR1AIP1	exp	1
P49821	Q5JTV8	NDUFV1	TOR1AIP1	exp	1
Q15554	Q5JTV8	TERF2	TOR1AIP1	exp	1
P36873	Q5JTV8	PPP1CC	TOR1AIP1	exp	1
P52272	Q5JTV8	HNRNPM	TOR1AIP1	exp	1
Q15717	Q5JTV8	ELAVL1	TOR1AIP1	exp	1
P62136	Q5JTV8	PPP1CA	TOR1AIP1	exp	1
Q16666	Q5JTV8	IFI16	TOR1AIP1	exp	1
O94782	Q5JTV8	USP1	TOR1AIP1	exp	1
P10599	Q5JTV8	TXN	TOR1AIP1	exp	1
Q5HYA8	Q5JTV8	TMEM67	TOR1AIP1	exp	1
O95831	Q5JTV8	AIFM1	TOR1AIP1	exp	1
Q13635	Q5JTV8	PTCH1	TOR1AIP1	exp	1
P32970	Q5JTZ9	CD70	AARS2	exp	1
P36957	Q5JTZ9	DLST	AARS2	exp	1
P27348	Q5JTZ9	YWHAQ	AARS2	exp	1
P98179	Q5JTZ9	RBM3	AARS2	exp	1
Q14197	Q5JTZ9	MRPL58	AARS2	exp	1
Q15796	Q5JVF3	SMAD2	PCID2	exp	1
Q14258	Q5JVF3	TRIM25	PCID2	exp	1
O95155	Q5JVF3	UBE4B	PCID2	exp	1
P34897	Q5JVF3	SHMT2	PCID2	exp	1
P0CG48	Q5JVF3	UBC	PCID2	exp	1
P47756	Q5JVF3	CAPZB	PCID2	exp	1
O00571	Q5JVF3	DDX3X	PCID2	exp	1
Q16666	Q5JVF3	IFI16	PCID2	exp	1
Q13618	Q5JVF3	CUL3	PCID2	exp	1
O95292	Q5JWR5	VAPB	DOPEY1	exp	1
P08912	Q5JY77	CHRM5	GPRASP1	exp	1
O95295	Q5JY77	SNAPIN	GPRASP1	exp	1
P35372	Q5JY77	OPRM1	GPRASP1	exp	1
P21731	Q5JY77	TBXA2R	GPRASP1	exp	1
O75665	Q5JY77	OFD1	GPRASP1	exp	1
P55085	Q5JY77	F2RL1	GPRASP1	exp	1
O43504	Q5JY77	LAMTOR5	GPRASP1	exp	1
P30519	Q5JY77	HMOX2	GPRASP1	exp	1
Q09028	Q5PSV4	RBBP4	BRMS1L	exp	1
O75386	Q5PSV4	TULP3	BRMS1L	exp	1
O75446	Q5PSV4	SAP30	BRMS1L	exp	1
P85037	Q5PSV4	FOXK1	BRMS1L	exp	1
Q16576	Q5PSV4	RBBP7	BRMS1L	exp	1
P49642	Q5QP82	PRIM1	DCAF10	exp	1
O75716	Q5QP82	STK16	DCAF10	exp	1
P49368	Q5QP82	CCT3	DCAF10	exp	1
Q15560	Q5QP82	TCEA2	DCAF10	exp	1
P78362	Q5QP82	SRPK2	DCAF10	exp	1
P78371	Q5QP82	CCT2	DCAF10	exp	1
Q14258	Q5QP82	TRIM25	DCAF10	exp	1
Q16531	Q5QP82	DDB1	DCAF10	exp;pred	1
P35236	Q5QP82	PTPN7	DCAF10	exp	1
O95900	Q5QP82	TRUB2	DCAF10	exp	1
Q13620	Q5QP82	CUL4B	DCAF10	exp;pred	1
Q13619	Q5QP82	CUL4A	DCAF10	exp;pred	1
P0CG48	Q5SNT2	UBC	TMEM201	exp	1
P57078	Q5SNT2	RIPK4	TMEM201	exp	1
P20036	Q5SNT2	HLA-DPA1	TMEM201	exp	1
P07900	Q5SSJ5	HSP90AA1	HP1BP3	exp	1
O14980	Q5SSJ5	XPO1	HP1BP3	exp	1
P51858	Q5SSJ5	HDGF	HP1BP3	exp	1
P46087	Q5SSJ5	NOP2	HP1BP3	exp	1
P08559	Q5SSJ5	PDHA1	HP1BP3	exp	1
P61956	Q5SSJ5	SUMO2	HP1BP3	exp	1
Q00839	Q5SSJ5	HNRNPU	HP1BP3	exp	1
Q13618	Q5SSJ5	CUL3	HP1BP3	exp;ortho	1
P36957	Q5SSJ5	DLST	HP1BP3	exp	1
Q15020	Q5SSJ5	SART3	HP1BP3	exp	1
Q13616	Q5SSJ5	CUL1	HP1BP3	exp	1
P67809	Q5SSJ5	YBX1	HP1BP3	exp	1
O15397	Q5SSJ5	IPO8	HP1BP3	exp	1
P19320	Q5SSJ5	VCAM1	HP1BP3	exp	1
Q14258	Q5SSJ5	TRIM25	HP1BP3	exp	1
P34897	Q5SSJ5	SHMT2	HP1BP3	exp	1
P50914	Q5SSJ5	RPL14	HP1BP3	exp	1
Q14999	Q5SSJ5	CUL7	HP1BP3	exp	1
P41218	Q5SSJ5	MNDA	HP1BP3	exp	1
Q16891	Q5SSJ5	IMMT	HP1BP3	exp	1
Q16666	Q5SSJ5	IFI16	HP1BP3	exp	1
O75147	Q5SSJ5	OBSL1	HP1BP3	exp	1
P08238	Q5SSJ5	HSP90AB1	HP1BP3	exp	1
O76021	Q5SSJ5	RSL1D1	HP1BP3	exp	1
P05412	Q5SSJ5	JUN	HP1BP3	exp	1
P63313	Q5SW79	TMSB10	CEP170	exp	1
P62258	Q5SW79	YWHAE	CEP170	exp;ortho;pred	1
P68400	Q5SW79	CSNK2A1	CEP170	exp	1
Q15691	Q5SW79	MAPRE1	CEP170	exp	1
Q04917	Q5SW79	YWHAH	CEP170	exp;pred	1
P16333	Q5SW79	NCK1	CEP170	exp	1
O14980	Q5SW79	XPO1	CEP170	exp	1
P29353	Q5SW79	SHC1	CEP170	exp	1
P46109	Q5SW79	CRKL	CEP170	exp	1
P48729	Q5SW79	CSNK1A1	CEP170	exp	1
P27348	Q5SW79	YWHAQ	CEP170	exp;pred	1
Q15154	Q5SW79	PCM1	CEP170	exp;pred	1
Q06190	Q5SW79	PPP2R3A	CEP170	exp	1
P62993	Q5SW79	GRB2	CEP170	exp	1
Q16666	Q5SW79	IFI16	CEP170	exp	1
P19338	Q5SW79	NCL	CEP170	exp	1
Q13563	Q5SW79	PKD2	CEP170	exp	1
P62136	Q5SW79	PPP1CA	CEP170	exp	1
O60308	Q5SW79	CEP104	CEP170	exp	1
P01106	Q5SW79	MYC	CEP170	exp	1
P19784	Q5SW79	CSNK2A2	CEP170	exp	1
Q01968	Q5SW79	OCRL	CEP170	exp	1
P67870	Q5SW79	CSNK2B	CEP170	exp	1
P78362	Q5SW79	SRPK2	CEP170	exp	1
